new_filename,style
degas93255.jpg,Impressionism
degas95256.jpg,Impressionism
degas96257.jpg,Impressionism
degas97258.jpg,Impressionism
degas98259.jpg,Impressionism
Degas_Portrait of Miss Cassatt186.jpg,Impressionism
don-quixote-view-from-the-back.jpg,Impressionism
donkey-by-lane-1885.jpg,Impressionism
entrance-to-the-port-of-honfleur.jpg,Impressionism
entrance-to-the-port-of-trouville.jpg,Impressionism
eremitage-pontoise-1874.jpg,Impressionism
etude-paysage-a-auvers-1873.jpg,Impressionism
evening-at-weesperzijde-sun.jpg,Impressionism
evening-primroses-in-the-vase-1885.jpg,Impressionism
factories-near-mont-de-cengle.jpg,Impressionism
family-portrait-1904.jpg,Impressionism
family-portrait-of-polenovs-family-portrait-1905.jpg,Impressionism
farm-at-la-petite-mare.jpg,Impressionism
blue-roofs-of-rouen-1884.jpg,Impressionism
boating-1874.jpg,Impressionism
boats-at-rest-at-petit-gennevilliers.jpg,Impressionism
boats-at-rouen.jpg,Impressionism
boats-at-zaandam.jpg,Impressionism
boats-in-the-pool-of-london-1871.jpg,Impressionism
boats-in-the-port-of-honfleur.jpg,Impressionism
boatyard-near-honfleur.jpg,Impressionism
bouquet-1884.jpg,Impressionism
bouquet-of-flowers-1882.jpg,Impressionism
bouquet-of-peonies-on-a-musical-score-1876.jpg,Impressionism
breakfeast-in-the-outside.jpg,Impressionism
bust-of-a-nude-girl-1884.jpg,Impressionism
by-the-stream-autumn-1885.jpg,Impressionism
cail-factories-and-quai-of-grenelle-1875.jpg,Impressionism
orchard-under-the-church-of-bihorel-children-in-the-pasture-1884.jpg,Impressionism
osny-the-gate-of-busagny-farm-1884.jpg,Impressionism
parisian-bridge-1922.jpg,Impressionism
party-wall-1881.jpg,Impressionism
path-at-the-entrance-to-the-forest-1879.jpg,Impressionism
path-through-the-forest-snow-effect.jpg,Impressionism
pears-and-grapes-1875.jpg,Impressionism
pere-jean-s-path-1885.jpg,Impressionism
pinks-and-clematis-in-a-crystal-vase.jpg,Impressionism
Pissaro_Avenue de lOpera717.jpg,Impressionism
Pissaro_Boulevard Montmartre au printemps719.jpg,Impressionism
Pissaro_Boulevard Montmartre la nuit720.jpg,Impressionism
pot-of-flowers-1876.jpg,Impressionism
quarries-at-pontoise-1882.jpg,Impressionism
quarries-at-pontoise-ii-1882.jpg,Impressionism
quarry-hole-in-the-cliff-1882.jpg,Impressionism
races-at-longchamp.jpg,Impressionism
railway-1873.jpg,Impressionism
reclining-nude.jpg,Impressionism
red-mullets.jpg,Impressionism
regatta-at-argenteuil.jpg,Impressionism
regatta-at-sainte-adresse.jpg,Impressionism
renoir10749.jpg,Impressionism
renoir12750.jpg,Impressionism
renoir14751.jpg,Impressionism
renoir15752.jpg,Impressionism
renoir16753.jpg,Impressionism
renoir1748.jpg,Impressionism
renoir18754.jpg,Impressionism
renoir20756.jpg,Impressionism
renoir21757.jpg,Impressionism
renoir22758.jpg,Impressionism
renoir23759.jpg,Impressionism
the-house-at-rueil-1882.jpg,Impressionism
the-house-of-dr-gached-in-auvers-1873.jpg,Impressionism
the-house-of-pere-lacroix-in-auvers-1873.jpg,Impressionism
the-jetty-at-le-havre-bad-weather-1870.jpg,Impressionism
the-la-rue-bavolle-at-honfleur-2.jpg,Impressionism
the-la-rue-bavolle-at-honfleur.jpg,Impressionism
the-lady-with-fans-portrait-of-nina-de-callias.jpg,Impressionism
the-landing-state.jpg,Impressionism
the-laundry-1875.jpg,Impressionism
the-lieutenancy-at-honfleur.jpg,Impressionism
the-louis-philippe-bridge-and-the-saint-gervais-church-1904.jpg,Impressionism
the-magpie-1869.jpg,Impressionism
the-market-gardens-of-vaugirard-1879.jpg,Impressionism
the-martigues-1.jpg,Impressionism
the-martigues.jpg,Impressionism
the-monet-family-in-their-garden-at-argenteuil-18741.jpg,Impressionism
the-obstpfluckerin-1877.jpg,Impressionism
the-orchard-1877.jpg,Impressionism
the-pave-de-chailly.jpg,Impressionism
the-point-of-the-port-of-saint-tropez.jpg,Impressionism
the-pointe-of-heve-1864.jpg,Impressionism
the-pond-of-the-jas-de-bouffan-1878.jpg,Impressionism
the-port-at-martigues.jpg,Impressionism
the-port-at-zaandam.jpg,Impressionism
the-port-of-london.jpg,Impressionism
the-port-of-rouen-1884.jpg,Impressionism
three-trees-in-grey-weather.jpg,Impressionism
three-women-on-the-road.jpg,Impressionism
to-make-a-bouquet-1880.jpg,Impressionism
tomatoes-and-a-pewter-tankard-on-a-table-1883.jpg,Impressionism
tree-in-the-farm-yard-1874-1.jpg,Impressionism
tree-in-the-farm-yard-1874.jpg,Impressionism
tree-linen-road-rouen-1885.jpg,Impressionism
triple-portrait-1933.jpg,Impressionism
two-cows-in-the-meadow-1884.jpg,Impressionism
two-vases-of-flowers-and-a-fan-1885.jpg,Impressionism
two-vases-of-flowers.jpg,Impressionism
underwear-on-the-fence-1903.jpg,Impressionism
unemployed-girl.jpg,Impressionism
vaugirard-church-1879.jpg,Impressionism
victor-jacquemont-holding-a-parasol.jpg,Impressionism
view-of-a-port.jpg,Impressionism
view-of-auvers-1873-1.jpg,Impressionism
view-of-auvers-1873.jpg,Impressionism
view-of-paris-from-monmartre-1902.jpg,Impressionism
village-behind-trees-1879.jpg,Impressionism
village-street-osny-1883.jpg,Impressionism
water-lilies-evening-effect-1899.jpg,Impressionism
water-lily-pond-1.jpg,Impressionism
watering-place-1885-1.jpg,Impressionism
Mary Cassatt 13488.jpg,Impressionism
Mary Cassatt 14489.jpg,Impressionism
Mary Cassatt 1484.jpg,Impressionism
Mary Cassatt 15490.jpg,Impressionism
Mary Cassatt 16491.jpg,Impressionism
Mary Cassatt 17492.jpg,Impressionism
Mary Cassatt 18493.jpg,Impressionism
Mary Cassatt 19494.jpg,Impressionism
Mary Cassatt 20496.jpg,Impressionism
Mary Cassatt 21497.jpg,Impressionism
Mary Cassatt 22498.jpg,Impressionism
Mary Cassatt 23499.jpg,Impressionism
Mary Cassatt 24500.jpg,Impressionism
Mary Cassatt 25501.jpg,Impressionism
Mary Cassatt 27502.jpg,Impressionism
Mary Cassatt 29504.jpg,Impressionism
Mary Cassatt 30506.jpg,Impressionism
Mary Cassatt 31507.jpg,Impressionism
Mary Cassatt 32508.jpg,Impressionism
Mary Cassatt 33509.jpg,Impressionism
Mary Cassatt 3505.jpg,Impressionism
Mary Cassatt 35511.jpg,Impressionism
Mary Cassatt 36512.jpg,Impressionism
Mary Cassatt 37513.jpg,Impressionism
Jongkind_Johan_Berthold_Skaters_in_Holland474.jpg,Impressionism
Jongkind_Johan_Berthold_The_Port_of_Dordrecht475.jpg,Impressionism
Jongkind_Johan_Berthold_The_Port_of_Rotterdam2477.jpg,Impressionism
Jongkind_Johan_Berthold_The_Port_of_Rotterdam476.jpg,Impressionism
Jongkind_Johan_Berthold_View_of_Rouen478.jpg,Impressionism
Jongkind_Johan_Berthold_Windmill_near_the_Water479.jpg,Impressionism
l-estaque-view-through-the-trees-1879.jpg,Impressionism
lady-in-a-fur.jpg,Impressionism
landscape-1885.jpg,Impressionism
landscape-near-kiev-1930.jpg,Impressionism
landscape-near-osny.jpg,Impressionism
landscape-paysage.jpg,Impressionism
landscape-study-after-nature-1876.jpg,Impressionism
landscape-with-cows-in-an-orchard-1885.jpg,Impressionism
landscape-with-poplars-1875.jpg,Impressionism
landscape-with-watermill-1871.jpg,Impressionism
landscape-with-white-houses.jpg,Impressionism
farm-near-honfleur.jpg,Impressionism
farm-sun.jpg,Impressionism
farmyard-at-chailly.jpg,Impressionism
festival-at-argenteuil.jpg,Impressionism
fields.jpg,Impressionism
fishing-boats-at-honfleur.jpg,Impressionism
fishing-boats-calm-sea.jpg,Impressionism
fishing.jpg,Impressionism
flowers-and-carpet-1881.jpg,Impressionism
flowers-and-carpet-pansies-1880.jpg,Impressionism
flowers-and-fruit.jpg,Impressionism
flowers-and-japanese-book-1882.jpg,Impressionism
flowers-in-a-blue-vase.jpg,Impressionism
flowers-in-a-crystal-vase.jpg,Impressionism
flowers-in-a-vase-1873.jpg,Impressionism
flowers-sun.jpg,Impressionism
fog-1872.jpg,Impressionism
fontainebleau-forest.jpg,Impressionism
forest-near-the-village-maureeno.jpg,Impressionism
four-bathers.jpg,Impressionism
garden-at-sainte-adresse.jpg,Impressionism
garden-in-bloom-at-sainte-addresse.jpg,Impressionism
garden-in-rue-carcel.jpg,Impressionism
the-beach-at-sainte-adresse.jpg,Impressionism
the-beach-at-trouville.jpg,Impressionism
the-beach-of-sainte-adresse-1904.jpg,Impressionism
the-blonde-with-bare-breasts-1878.jpg,Impressionism
the-blue-house-at-zaandam.jpg,Impressionism
the-boardwalk-on-the-beach-at-trouville.jpg,Impressionism
the-bock-drinkers-1878.jpg,Impressionism
the-bodmer-oak-fontainebleau.jpg,Impressionism
the-bodmer-oak.jpg,Impressionism
the-boulevard-heloise-in-argenteuil.jpg,Impressionism
the-bridge-at-bougival.jpg,Impressionism
the-bridge-at-maincy-1879.jpg,Impressionism
the-bridge-under-repair-1872.jpg,Impressionism
the-buffet-1877.jpg,Impressionism
the-cabin-at-saint-adresse.jpg,Impressionism
the-cliffs-of-le-bouille-1884.jpg,Impressionism
the-coast-at-sainte-adresse.jpg,Impressionism
the-conservatory-1879.jpg,Impressionism
the-departure-of-the-folkestone-boat.jpg,Impressionism
the-dinner-1869-1.jpg,Impressionism
the-dinner-1869.jpg,Impressionism
the-effect-of-sun-on-the-banks-of-the-loing.jpg,Impressionism
the-embroiderer-or-mette-gauguin-1878.jpg,Impressionism
at-father-lathuille-1879.jpg,Impressionism
at-marketplace-1903.jpg,Impressionism
at-the-amstel-sun.jpg,Impressionism
at-the-cafe-1878.jpg,Impressionism
at-the-races-1875.jpg,Impressionism
at-the-window-1882.jpg,Impressionism
aube-the-sculptor-and-his-son-1882.jpg,Impressionism
autumn-effect.jpg,Impressionism
autumn-landscape-farm-and-pond-1877.jpg,Impressionism
autumn-on-the-seine-at-argenteuil.jpg,Impressionism
autumn-study-of-mery-laurent-1882.jpg,Impressionism
auvers-view-from-nearby.jpg,Impressionism
bank-at-poissy.jpg,Impressionism
banks-of-the-oise-1881.jpg,Impressionism
banks-of-the-orne-at-benouville.jpg,Impressionism
bare-trees-1885.jpg,Impressionism
geese-in-the-meadow-1885.jpg,Impressionism
geese-on-the-farm-1879.jpg,Impressionism
geinrust-farm-with-isolated-tree.jpg,Impressionism
gestrandetes-boot-in-fecamp.jpg,Impressionism
girl.jpg,Impressionism
gratte-roosters-path-1882.jpg,Impressionism
green-park-in-london.jpg,Impressionism
